,is_fraud,text,norm
138,1,"Ваш номер мобильного телефона был награжден 2000 INR Bonus Caller Prize на 5/9/0021 Это наша последняя попытка связаться с U! скачать приложение xyz, чтобы получить его.","ваш номер мобильный телефон быть наградить 2000 inr bonus caller prize на 5/9/0021 это наш последний попытка связаться с u! скачать приложение xyz, чтобы получить его."
139,0,вот мой новый адрес - apples&pairs&all that malarky,вот мой новый адрес - apples&pairs&all that malarky
140,1,"Сегодня номера Vodafone, заканчивающиеся 7548, выбраны для получения награды в размере 350 долларов США. Если у вас есть совпадение, пожалуйста, позвоните по телефону 08712300220, указав код заявки 4041 стандартные ставки App","сегодня номер vodafone, заканчиваться 7548, выбрать для получение награда в размер 350 доллар сша. если у вы есть совпадение, пожалуйста, позвонить по телефон 08712300220, указать код заявка 4041 стандартный ставка app"
141,0,Сегодня я еду в Сан-Му. Сделать это можно будет только в 12,сегодня я еда в сан-му. сделать это можно быть только в 12
142,0,"вы спрогнозировали, в какое время вы закончите покупку?","вы спрогнозировали, в какой время вы закончить покупку?"
143,0,"Хорошая штука, подойдет.","хороший штука, подойдет."
144,0,"Просто, чтобы вы знали, баран еще не отправил деньги. Я только что отправил ей смс, чтобы не беспокоиться об отправке. Так что все кончено, вам не нужно вовлекать себя ни в что. Я не должен был ничего тебе навязывать, так что прошу прощения.","просто, чтобы вы знали, баран ещё не отправить деньги. я только что отправить она смс, чтобы не беспокоиться о отправке. так что всё кончено, вы не нужно вовлекать себя ни в что. я не должный быть ничего ты навязывать, так что просить прощения."
145,0,"Ты там, в комнате.","ты там, в комнате."
146,0,"ПРИВЕТ, ДЕВОЧКА. НАДЕЮСЬ, ЧТО ВЫ ХОРОШО МЕНЯ И RAM ВЕРНУЛИСЬ! ОПЯТЬ ДОЛГО НЕ ВИДЕЛИСЬ! ДАЙТЕ МНЕ СУММУ ВРЕМЕНИ ЗВОНКА ОТ ЛЮСИ","привет, девочка. надеюсь, то в хорошо ня и ram вернулись! пять ого на видели! ата не умм время зона от лси"
147,0,Сколько это стоит? ,сколько это стоит?
148,0,Я дома. ,я дома.
149,0,"Уважаемый, позвоню завтра. пожалуйста, разместитесь.","уважаемый, позвонить завтра. пожалуйста, разместить."
150,0,Сначала ответьте на мой вопрос.,сначала ответить на мой вопрос.
151,1,Еженедельная викторина Sunshine! Выиграйте лучший DVD-звонок Sony 789654123.,еженедельный викторин sunshine! выиграть хороший dvd-звонок sony 789654123.
152,0,Ты звонишь и встречаешься с ним.,ты звонить и встречаться с ним.
153,0,"Нет, нет, я проверю все комнаты перед мероприятиями.","нет, нет, я проверить всё комната перед мероприятиями."
154,0,"Вижу... лениво печатаю... забыла тебя на лекции... видела мешочек, но не очень приятный...","вижу... лениво печатаю... забыть ты на лекции... видеть мешочек, но не очень приятный..."
155,0,"Хорошо, напиши мне, когда будешь в пути","хорошо, написать мне, когда быть в путь"
156,0,"Сэр, ждем вашу почту.","сэр, ждать ваш почту."
157,0,Сладкая мысль: «Никогда не уставай делать мелочи для милых людей..» потому что..иногда эти мелочи занимают большую часть в их сердцах.. спокойной ночи,сладкий мысль: «никогда не устав делать мелочь для милый людей..» потому что..иногда этот мелочь занимать больший часть в они сердцах.. спокойный ночь
158,0,"Я знаю, что это так. Не могли бы вы открыть заднюю часть?","я знаю, что это так. не мочь бы вы открыть задний часть?"
159,0,"Да, увидимся не на месте.","да, увидеться не на месте."
160,0,"Как зовут сотрудников, которые берут у нас уроки?","как звать сотрудников, который брать у мы уроки?"
161,0,"Ummma.will позвонит после регистрации. Наша жизнь начнется с катара, поэтому, пожалуйста, молитесь очень усердно.","ummma.will позвонить после регистрации. наш жизнь начаться с катара, поэтому, пожалуйста, молиться очень усердно."
162,0,"хорошо..я удалил свой контакт, почему?","хорошо..ть удалить свой контакт, почему?"
163,0,Синду устроился на работу в birla soft ..,синод устроиться на работа в birla soft ..
164,0,"Вино течет, и я никогда не...","вино течет, и я никогда не..."
165,0,"Да, я думаю, что кино лучше, потому что нет необходимости спускаться на площадь.","да, я думаю, что кино лучше, потому что нет необходимость спускаться на площадь."
166,0,Хорошо... ваш типичный ответ...,хорошо... ваш типичный ответ...
167,0,"В соответствии с вашим запросом «Melle Melle» был установлен в качестве настроек звонка для всех абонентов. Нажмите *9, чтобы скопировать друзей Callertune","в соответствие с ваш запрос «melle melle» быть установить в качество настройка звонок для весь абонентов. нажать *9, чтобы скопировать друг callertune"
168,0,"Ты везде грязный, на полу, на окнах, даже на моей рубашке. И иногда, когда я открываю рот, ты - все, что выходит наружу. Я мечтаю о своем мире без тебя, тогда половина моих дел тоже закончится. Время радости для меня, много телевизионных шоу, которые я увижу. Но я думаю, как и все, что вы просто должны существовать, как дождь, град и туман, и когда мое время здесь закончится, вы и я станем единым целым.","ты везде грязный, на полу, на окнах, даже на мой рубашке. и иногда, когда я открывать рот, ты - все, что выходить наружу. я мечтать о свой мир без тебя, тогда половина мой дело тоже закончится. время радость для меня, много телевизионный шоу, который я увижу. но я думаю, как и все, что вы просто должный существовать, как дождь, град и туман, и когда мой время здесь закончится, вы и я стать единый целым."
169,0,"Все в порядке, ты на работе?","всё в порядке, ты на работе?"
170,0,Я ухожу из дома.,я уходить из дома.
171,0,"Привет, любовь моя, что ты делаешь? Вы сегодня были на этом интервью? Ты счастлив? Ты хороший мальчик? Ты думаешь обо мне?Ты скучаешь по мне ?","привет, любовь моя, что ты делаешь? вы сегодня быть на это интервью? ты счастлив? ты хороший мальчик? ты думать о мне?т скучать по я ?"
172,1,"Объявление об обслуживании клиентов. Вас ждет новогодняя доставка. Пожалуйста, позвоните 07046744435 сейчас, чтобы договориться о доставке","объявление о обслуживание клиентов. вы ждать новогодний доставка. пожалуйста, позвонить 07046744435 сейчас, чтобы договориться о доставка"
173,1,"Вы являетесь победителем, который был специально выбран для получения £ 1000 наличными или 4* отпуск (рейсы вкл) поговорить с живым оператором, чтобы претендовать 0871277810810","вы являться победителем, который быть специально выбрать для получение £ 1000 наличные или 4* отпуск (рейс вкл) поговорить с живой оператором, чтобы претендовать 0871277810810"
174,0,"Держите себя в безопасности для меня, потому что я нуждаюсь в вас, и я уже скучаю по вам, и я завидую всем, кто видит вас в реальной жизни","держать себя в безопасность для меня, потому что я нуждаться в вас, и я уже скучать по вам, и я завидовать всем, кто видеть вы в реальный жизнь"
175,0,Новый автомобиль и дом для моих родителей. У меня только новая работа в руке:),новый автомобиль и дом для мой родителей. у я только новый работа в руке:)
176,0,"Я так в тебя влюблена. Я взволнован каждый день, который я провожу с тобой. Ты делаешь меня такой счастливой.","я так в ты влюблена. я взволновать каждый день, который я проводить с тобой. ты делать я такой счастливой."
177,0,Я уже поместил все твои очки в один модуль по культуре.,я уже поместить всё твой очки в один модуль по культуре.
178,0,"Привет, друг, какой лучший способ избежать промаха с нашим любимым?","привет, друг, какой хороший способ избежать промах с наш любимым?"
179,0,"Отличный побег. Мне нравится мост, но нужен ее лагер. Увидимся в Томарроу.","отличный побег. я нравиться мост, но нужный она лагер. увидеться в томаров."
180,0,Да :)это совершенно не в форме:)Кларк также полные отходы.,да :)этый совершенно не в форме:)кларк также полный отходы.
181,1,"Сэр, мне нужен номер БАНКОВСКОГО СЧЕТА AXIS и адрес банка.","сэр, я нужный номер банковский чта axis и адрес банка."
182,0,"Хммм... Спасибо, конечно, есть время надеяться... Да, можно пойти бесплатно о... Муз позвонить вам, чтобы обсудить ляо...","хммм... спасибо, конечно, есть время надеяться... да, можно пойти бесплатно о... муза позвонить вам, чтобы обсудить ляо..."
183,0,Во сколько ты придешь позже?,в сколько ты прийти позже?
184,0,"Черт возьми, не могу поверить, что ты забыл мою фамилию, мистер . Я дам вам подсказку, ее испанский и начинается с м...","черта возьми, не мочь поверить, что ты забыть мой фамилию, мистер . я дать вы подсказку, она испанский и начинаться с м..."
185,0,"Ну, я собираюсь закончить свою ванну сейчас. Хорошего вечера.","ну, я собираться закончить свой ванна сейчас. хороший вечера."
186,0,"Дай мне знать, когда у тебя будут деньги, чтобы Карлос мог позвонить","дать я знать, когда у ты быть деньги, чтобы карлос мочь позвонить"
187,0,ты все еще идешь в торговый центр?,ты всё ещё идти в торговый центр?
188,0,"Оказывается, мои друзья остаются на все шоу и не вернутся до ~ &lt;#&gt; , так что не стесняйтесь идти вперед и курить то, что стоит $ &lt;#&gt;","оказывается, мой друг оставаться на всё шоу и не вернуться до ~ &lt;#&gt; , так что не стесняться идти вперёд и курить то, что стоить $ &lt;#&gt;"
189,0,"Напишите ей. Если она не ответит, дайте мне знать, чтобы я мог ее войти в систему","написать ей. если она не ответит, дать я знать, чтобы я мочь она войти в система"
190,0,"Привет! Вы только что говорили с MANEESHA . Мы хотели бы знать, удовлетворены ли вы опытом. Ответить бесплатно с да или нет.","привет! вы только что говорить с maneesha . мы хотеть бы знать, удовлетворить ли вы опытом. ответить бесплатно с да или нет."
191,0,"Ты возвысил мои надежды с предложением денег. Я в нужде. Особенно, когда приближается конец месяца, и это вредит моему обучению. В любом случае, отлично проведите выходные","ты возвысить мой надежда с предложение денег. я в нужде. особенно, когда приближаться конец месяца, и это вредить мой обучению. в любой случае, отлично провести выходной"
192,0,Ты можешь доверять мне.,ты мочь доверять мне.
193,0,я джентльмен и буду относиться к тебе с достоинством и уважением.,я джентльмен и быть относиться к ты с достоинство и уважением.
194,0,"Он будет, ребята, вы близки?","он будет, ребята, вы близки?"
195,0,Ничего хорошего .Пока,ничего хороший .пока
196,0,"Привет, красавчик ! Ты находишь эту работу ? Работаешь над тем, чтобы вернуть эту сеть для мамы ? Где сейчас мой мальчик? Он скучает по мне ?","привет, красавчик ! ты находить этот работа ? работать над тем, чтобы вернуть этот сеть для мама ? где сейчас мой мальчик? он скучать по я ?"
197,0,"Ха-ха, потрясающе, буду через минуту","ха-ха, потрясающе, быть через минута"
198,1,"Пожалуйста, позвоните нашему представителю по обслуживанию клиентов по БЕСПЛАТНОМУ телефону 0808 145 4742 с 9:00 до 23:00, так как вы ВЫИГРАЛИ гарантированную сумму в 1000 рупий или приз в 5000 фунтов стерлингов!","пожалуйста, позвонить наш представитель по обслуживание клиент по бесплатно телефон 0808 145 4742 с 9:00 до 23:00, так как вы выиграть гарантировать сумма в 1000 рупия или приз в 5000 фунт стерлингов!"
199,0,"У вас есть рождественское радио. Если нет, то я получу его сейчас.","у вы есть рождественский радио. если нет, то я получить он сейчас."
200,0,"Я только что добрался домой. Я пойду сначала искупаюсь. Но моя сестра, используя сеть, скажет тебе, когда она закончит к...","я только что добраться домой. я пойти сначала искупать. но мой сестра, использовать сеть, сказать тебе, когда она закончить к..."
201,0,Достаточно ли вы уникальны? Узнайте с 30 августа. www.areyouunique.co.uk,достаточно ли вы уникальны? узнать с 30 августа. www.areyouunique.co.uk
202,0,"Извините, я вступил в лигу людей, которые не поддерживают связь. Ты много значишь для меня. Вы были другом во все времена, даже ценой больших личных затрат. Желаю вам отличной недели.","извините, я вступить в лига людей, который не поддерживать связь. ты много значить для меня. вы быть друг в всё времена, даже цена больший личный затрат. желать вы отличный недели."
203,0,Привет :)наконец-то я закончил курс:),привет :)наконец-то я закончить курс:)
204,0,"Он остановится сам по себе. Тем не менее, я предлагаю ей остаться с кем-то, кто сможет дать ОРС за каждый стул.","он остановиться сам по себе. тем не менее, я предлагать она остаться с кем-то, кто смочь дать рс за каждый стул."
205,0,"Как дела? Надеемся, что вы освоились в новом учебном году. Просто желаю тебе отличного дня","как дела? надеемся, что вы освоиться в новый учебный году. просто желать ты отличный день"
206,0,"Доброе утро, дорогой, хороший день.","добрый утро, дорогой, хороший день."
207,0,У вас есть эта история о людях?,у вы есть этот история о людях?
208,0,"ваш хомяк мертв? Привет, Томаро. Встретимся в 13:00 в Фруктовом саду?","ваш хомяк мертв? привет, томазо. встретиться в 13:00 в фруктовый саду?"
209,0,"Здравствуйте, это Кейт, как ваш вечер? Я надеюсь, что увижу тебя завтра, но мне нужно в детский сад! Напишите, если сможете. :)","здравствуйте, это кейт, как ваш вечер? я надеюсь, что увидеть ты завтра, но я нужно в детский сад! напишите, если сможете. :)"
210,0,"Нашли, ENC  &lt;#&gt; , где вы?","нашли, enc &lt;#&gt; , где вы?"
211,0,Я послал вам  &lt;#&gt;  баксов,я послать вы &lt;#&gt; бакс
212,0,"Здравствуйте, дорогой, я закончил колледж, поэтому напишите мне, когда закончите, если вы можете любить Кейт XXX.","здравствуйте, дорогой, я закончить колледж, поэтому написать мне, когда закончите, если вы мочь любить кейт xxx."
213,0,Ваша учетная запись была успешно пополнена INR  &lt;DECIMAL&gt; . Ваш остаток на предоплаченном счете KeralaCircle составляет &lt;DECIMAL&gt; рупий. Ваш ID транзакции - KR &lt;#&gt; .,ваш учётный запись быть успешно пополнить inr &lt;decimal&gt; . ваш остаток на предоплатить счёт keralacircle составлять &lt;decimal&gt; рупий. ваш id транзакция - kr &lt;#&gt; .
214,0,"Доброе утро, спящий таран.","добрый утро, спать таран."
215,0,"ты звонишь мне в 11, хорошо.","ты звонить я в 11, хорошо."
216,0,"ты говоришь до тех пор, пока я не сделаю купить ericsson oso не может oredi лар...","ты говорить до тот пор, пока я не сделать купить ericsson oso не мочь oredi лар..."
217,0,"Когда я вошел в свою каюту, мой помощник сказал: «Счастливого B'day Boss !!». Я чувствовал себя особенным. Она попросила меня 4 обеда. После обеда она пригласила меня в свою квартиру. Мы пошли туда.","когда я войти в свой каюту, мой помощник сказал: «счастливый b'day boss !!». я чувствовать себя особенным. она попросить я 4 обеда. после обед она пригласить я в свой квартиру. мы послать туда."
218,0,"Добрый день, датский гетеросексуал","добрый день, датский гетеросексуал"
219,0,"Пожалуйста, дайте нам соединение сегодня до  &lt;DECIMAL&gt;  или верните счет","пожалуйста, дать мы соединение сегодня до &lt;decimal&gt; или вернуть счёт"
220,0,"Оба, я стреляю большими грузами, так что готовьтесь!","оба, я стрелять больший грузами, так что готовьтесь!"
221,0,"Что случилось, брат, надеюсь, у тебя был отличный перерыв. Получите вознаграждение за семестр.","что случилось, брат, надеюсь, у ты быть отличный перерыв. получить вознаграждение за семестр."
222,0,"Домой, чтобы мы всегда могли пообщаться","домой, чтобы мы всегда мочь пообщаться"
223,0,Хорошо:) хорошо учитесь.,хорошо:) хорошо учитесь.
224,0,Да... как ты но лех...,да... как ты но лех...
225,0,Звучит здорово! Ты уже дома?,звучать здорово! ты уже дома?
226,0,"Наконец, матч, направленный к ничьей, как ваш прогноз.","наконец, матч, направить к ничьей, как ваш прогноз."
227,0,Я не выспался за последние несколько ночей.,я не выспаться за последний несколько ночей.
228,0,Easy ah?sen получил выбран означает его хорошо..,easy ah?sen получить выбрать означать он хорошо..
229,0,Я должен сдать экзамен с 3 марта,я должный сдать экзамен с 3 март
230,0,"Думаю, ты можешь использовать свой gt atm, чтобы зарегистрироваться. Не уверен, но если есть в любом случае я могу помочь, дайте мне знать. Но когда вы будете уверены, что вы готовы.","думаю, ты мочь использовать свой gt atm, чтобы зарегистрироваться. не уверен, но если есть в любой случай я мочь помочь, дать я знать. но когда вы быть уверены, что вы готовы."
231,0,Не торопитесь.,не торопитесь.
232,0,"Существует os под названием ubandu, который будет работать без установки на жесткий диск...вы можете использовать этот os для копирования важных файлов в системе и передачи их в мастерскую по ремонту..","существовать os под название ubandu, который быть работать без установка на жёсткий диск...в мочь использовать этот os для копирование важный файл в система и передача они в мастерская по ремонту.."
233,0,"Извините, я позвоню позже.","извините, я позвонить позже."
234,0,"Жизнь строже, чем учитель... Потому что учитель преподает урок, а затем проводит экзамен, но жизнь сначала проводит экзамен, а затем преподает уроки. Счастливого утра. . .","жизнь строже, чем учитель... потому что учитель преподавать урок, а затем проводить экзамен, но жизнь сначала проводить экзамен, а затем преподавать уроки. счастливый утра. . ."
235,0,"Доброе утро, только я проснулся.","добрый утро, только я проснулся."
236,0,Спуститесь в Гандипурам и пройдите по пересеченной дороге. Справа &lt;#&gt; улица и поверните сначала направо.,спуститься в гандипур и пройти по пересечь дороге. справа &lt;#&gt; улица и повернуть сначала направо.
237,0,"Дорогой, мы едем на наше резиновое место.","дорогой, мы ехать на наш резиновый место."
238,0,"Извините, батарейка сдохла, да, я здесь.","извините, батарейка сдохла, да, я здесь."
239,0,Да:)здесь телевизор всегда доступен на рабочем месте.,да:)здесь телевизор всегда доступный на рабочий месте.
240,0,"Я его напечатал ох. Итак, &lt;#&gt;  поднимитесь наверх","я он напечатать ох. итак, &lt;#&gt; подняться наверх"
241,0,"Или быть немного ближе, как на автобусной остановке на той же улице","или быть немного ближе, как на автобусный остановка на тот же улица"
242,0,Где вы находитесь? когда вы доберетесь сюда?,где вы находитесь? когда вы добраться сюда?
243,0,"Новая теория: аргумент выигрывает СИТУАЦИЮ, но теряет ЧЕЛОВЕКА. Так что не спорьте со своими друзьями просто. пните их и скажите, я всегда прав.!","новый теория: аргумент выигрывать ситуацию, но терять человека. так что не спорить с свой друг просто. пнуть они и скажите, я всегда прав.!"
244,0,"Окончательное слушание по делу моего ноутбука, так что я не могу.","окончательный слушание по дело мой ноутбука, так что я не могу."
245,0,"ПОЖАЛУЙСТА, СКАЖИТЕ мне, ЧТО ВЫ ХОТИТЕ СДЕЛАТЬ SPORTSX","пожалуйста, сказать мне, то в хотеть делать sportsx"
246,0,"Нет, нет, просто светит. Это должно было быть подписано, но это звучит лучше.","нет, нет, просто светит. это должный быть быть подписано, но это звучать лучше."
247,0,"Хотя я говорил тебе, что мне нравятся большие часы, но мне очень нравятся электронные часы, которые ты дал, потому что это от тебя. Спасибо за все, что вы сделали сегодня, я тронут...","хотя я говорить тебе, что я нравиться больший часы, но я очень нравиться электронный часы, который ты дал, потому что это от тебя. спасибо за все, что вы сделать сегодня, я тронут..."
248,0,ты не помнишь тот старый рекламный ролик?,ты не помнить тот старый рекламный ролик?
249,0,"Слишком поздно. Я сказал, что у меня есть сайт. Тапочек у меня не было и нет.","слишком поздно. я сказал, что у я есть сайт. шапочка у я не быть и нет."
250,0,"Я попросил тебя позвонить ему сейчас, хорошо.","я попросить ты позвонить он сейчас, хорошо."
251,0,Каллис не будет битой во 2-х иннингах.,каллиса не быть битый в 2-й иннингах.
252,0,"Опять не сработало. Хорошо, спокойной ночи. Я починю и подготовлю его к тому времени, когда ты проснешься. Вам очень не хватает хорошего ночного сна.","опять не сработало. хорошо, спокойный ночи. я починить и подготовить он к тот времени, когда ты проснешься. вы очень не хватать хороший ночной сна."
253,1,"Поздравляем, вы получили 500 ваучеров CD или 125gift гарантированный и бесплатный вход на 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16","поздравляем, вы получить 500 ваучер cd или 125gift гарантировать и бесплатный вход на 100 wkly draw txt music to 87066 tncs www.ldew.com1win150ppmx3age16"
254,0,Ranjith cal drpd Deeraj и deepak пять минут ожидания.,ranjith cal drpd deeraj и deepak пять минута ожидания.
255,0,"Когда ваши милые стали сердитыми, не принимайте это всерьез... потому что злиться - это самый детский и истинный способ проявить глубокую привязанность, заботу и любовь!.. kettoda manda... Хорошего дня да.","когда ваш милый стать сердитыми, не принимать это всерьез... потому что злиться - это самый детский и истинный способ проявить глубокий привязанность, забота и любовь!.. kettoda manda... хороший день да."
256,0,Что ты делаешь?,что ты делаешь?
257,0,"UPS, который также составляет три дня, и судоходная компания, которая занимает две недели. Другой способ - это usps, который занимает неделю, но когда он отстает, вам, возможно, придется подкупить nipost, чтобы получить свои вещи.","ups, который также составлять три дня, и судоходный компания, который занимать два недели. другой способ - это usps, который занимать неделю, но когда он отстает, вам, возможно, прийтись подкупить nipost, чтобы получить свой вещи."
258,0,"Я вернулась, дайте мне знать, когда вы будете готовы.","я вернулась, дать я знать, когда вы быть готовы."
259,0,"Не обязательно ожидать, что это будет сделано, прежде чем вы вернетесь, хотя, потому что я только сейчас ухожу.","не обязательно ожидать, что это быть сделано, прежде чем вы вернетесь, хотя, потому что я только сейчас ухожу."
260,0,"Ммм, так вкусно, детка ... милая встряска для Сюзи.","ммм, так вкусно, детка ... милый встряска для сюзи."
261,0,"Где ты, любовник? Ты мне нужен.","где ты, любовник? ты я нужен."
262,1,"Мы попытались связаться с вами, если вы ответите на наше предложение видеотелефона? 750 в любое время сети минут? НЕОГРАНИЧЕННЫЙ ТЕКСТ? Видеокамера?","мы попытаться связаться с вами, если вы ответить на наш предложение видеотелефона? 750 в любой время сеть минут? неограниченный текст? видеокамера?"
263,0,"Я припаркован рядом с МИНИ!!!! Когда вы приедете сегодня, как вы думаете?","я припарковать рядом с мини!!!! когда вы приехать сегодня, как вы думаете?"
264,0,Ага,ага
265,0,"В любом случае, я пойду по магазинам одна, потому что моя сестра еще не закончила. Не мешай тебе, Ляо.","в любой случае, я пойти по магазин одна, потому что мой сестра ещё не закончила. не мешать тебе, ляо."
266,0,"МОЙ НЕТ. В ЛУТОН 0125698789 ПОЗВОНИТЕ МНЕ, ЕСЛИ ВАШ ВОКРУГ!","мой нет. в лут 0125698789 позвонить не, если аш округ!"
267,1,"Привет, я очень возбужден, хочу поболтать или увидеть меня голым текст горячий текст 69698, заряженный в 15:00, чтобы отписаться от текстового стопа 69698.","привет, я очень возбужден, хотеть поболтать или увидеть я голый текст горячий текст 69698, зарядить в 15:00, чтобы отписаться от текстовый стоп 69698."
268,0,Почему ты не пошел с нами?,почему ты не пойти с нами?
269,0,Тогда Вана планирует поездку.,тогда ван планировать поездку.
270,0,"Пока не уверен, все еще пытаюсь связаться с ним.","пока не уверен, всё ещё пытаться связаться с ним."
271,1,"ваш рингтон изменился! 25 бесплатных кредитов! Перейдите на club4mobiles.com, чтобы выбрать контент сейчас! Стоп?","ваш рингтон изменился! 25 бесплатный кредитов! перейти на club4mobiles.com, чтобы выбрать контент сейчас! стоп?"
272,0,Эво. Мне просто нужно было скачать флэш. Ревнуешь?,эво. я просто нужно быть скачать флэш. ревнуешь?
273,1,Ringtone Club: Получите британский чарт синглов на своем мобильном телефоне каждую неделю и выберите любой высококачественный рингтон! Это сообщение является бесплатным.,ringtone club: получить британский чарт сингл на свой мобильный телефон каждый неделя и выбрать любой высококачественный рингтон! это сообщение являться бесплатным.
274,0,"Приходите ко мне, мы разбираемся с ситуацией с наркотиками.","приходить к мне, мы разбираться с ситуация с наркотиками."
275,0,"Ночь закончилась для другого дня, утро пришло особым образом. Пусть вы улыбаетесь, как солнечные лучи, и оставляете свои заботы в голубой синей бухте.","ночь закончиться для другой дня, утро прийти особый образом. пусть вы улыбаетесь, как солнечный лучи, и оставлять свой забота в голубой синь бухте."
276,0,"Полезно, наверное, взять одну машину.","полезно, наверное, взять один машину."
277,0,"Без возражений, мой парень не придет.","без возражений, мой парень не придет."
278,0,Thanx,thanx
279,0,"Скажите Робу, чтобы он выманил свою девушку в театре.","сказать робу, чтобы он выманить свой девушка в театре."
280,0,"Отлично, увидимся позже.","отлично, увидеться позже."
281,0,Так какую еду ты любишь?,так какой еда ты любишь?
282,0,Все готово? Празднование в самом разгаре?,всё готово? празднование в сам разгаре?
283,0,Тебя называли инструментом?,ты называть инструментом?
284,0,"Когда вы скучаете по кому-то, этот человек определенно особенный для вас. Но если человек такой особенный, зачем его пропускать, просто держи в руках добрый вечер.","когда вы скучать по кому-то, этот человек определённо особенный для вас. но если человек такой особенный, зачем он пропускать, просто держать в рука добрый вечер."
285,0,"Ладно, я попросил денег, как далеко.","ладно, я попросить денег, как далеко."
286,0,Окей.,окей.
287,0,"Да, я думаю, что мой обычный парень все еще без сознания со вчерашнего вечера, если вы свяжетесь с кем-нибудь, дайте мне знать, и я брошу вниз","да, я думаю, что мой обычный парень всё ещё без сознание с вчерашний вечера, если вы связаться с кем-нибудь, дать я знать, и я бросить вниз"
288,0,"хорошо, я могу прийти ночью, если мой класс выйдет рано.","хорошо, я мочь прийти ночью, если мой класс выйти рано."
289,0,"привет, детка, им круиз с моей подругой, что ты задумал? позвони мне и час дома, если это нормально, или позвони мне на этот тон, теперь любишь Дженни XXX.","привет, детка, они круиз с мой подругой, что ты задумал? позвонить я и час дома, если это нормально, или позвонить я на этот тон, теперь любить дженни xxx."
290,0,"Моя жизнь много значит для меня не потому, что я люблю свою жизнь, а потому, что я люблю людей в своей жизни, мир называет их друзьями, я называю их своим миром.","мой жизнь много значит для я не потому, что я любить свой жизнь, а потому, что я любить человек в свой жизни, мир называть они друзьями, я называть они свой миром."
291,0,"Уважаемый, отправит письмо на night.busy на улице, обновит вас сегодня вечером. Вещи выглядят хорошо .varunnathu edukkukayee raksha ollu.but хороший в реальном смысле.","уважаемый, отправить письмо на night.busy на улице, обновить вы сегодня вечером. вещь выглядеть хорошо .varunnathu edukkukayee raksha ollu.but хороший в реальный смысле."
292,0,"Эй, ты сказал свое имя Гаутхаму?","эй, ты сказать свой имя гаутаму?"
293,0,я чувствую себя таким глупым.,я чувствовать себя такой глупым.
294,0,"Упс. за то, что получил этот кусочек.","упс. за то, что получить этот кусочек."
295,0,У тебя так шумно.,у ты так шумно.
296,0,"Я случайно удалил сообщение. Повторите, пожалуйста.","я случайно удалить сообщение. повторите, пожалуйста."
297,0,"Если только это не та ситуация, КОГДА GO GURL будет более подходящим","если только это не тот ситуация, год go gurl быть более подходящий"
298,0,"Заставь меня плакать... но в конце моей жизни, когда я умру, пожалуйста, держи одну розу на моей могиле и скажи ГЛУПОСТЬ, я СКУЧАЮ ПО ТЕБЕ... ХОРОШЕГО ДНЯ.","заставить я плакать... но в конец мой жизни, когда я умру, пожалуйста, держать один роза на мой могила и сказать глупость, я куча по ее... хороший ня."
299,0,Я не могу выбрать телефон прямо сейчас. Пожалуйста и сообщение,я не мочь выбрать телефон прямо сейчас. пожалуйста и сообщение
300,0,"Нужен томографический кофе? Не могу поверить, что это уже время недели","нужный томографический кофе? не мочь поверить, что это уже время неделя"
301,0,"Потрясающе, я помню, как в последний раз мы получили кого-то высокого в первый раз с дизельным топливом.","потрясающе, я помню, как в последний раз мы получить кто-то высокий в первый раз с дизельный топливом."
302,0,"Черт, что действительно шокирует и пугает, не могу представить ни на секунду. Определитесь на ночь. Думаешь, я мог бы где-то ночевать, сэкономить на такси?","черт, что действительно шокировать и пугает, не мочь представить ни на секунду. определиться на ночь. думаешь, я мочь бы где-то ночевать, сэкономить на такси?"
303,0,"И, кстати, у вас в холодильнике больше еды! Хочешь пойти поужинать сегодня вечером?","и, кстати, у вы в холодильник большой еды! хотеть пойти поужинать сегодня вечером?"
304,0,Он замечательный актер.,он замечательный актер.
305,0,"Ага... Из того, что я помню... Я думаю, что должно быть можно забронировать...","ага... из того, что я помню... я думаю, что должный быть можно забронировать..."
306,0,"Просто спроси, не хочешь ли встретиться?","просто спроси, не хотеть ли встретиться?"
307,0,"Лол да. Наша дружба висит на волоске, потому что вы не будете покупать вещи.","лола да. наш дружба висеть на волоске, потому что вы не быть покупать вещи."
308,1,"TheMob> Ознакомьтесь с нашим новейшим выбором контента, игр, тонов, сплетен, детки и спорта, держите свой мобильный приспосабливаться и фанки текст WAP на 82468.","themob> ознакомиться с наш новый выбор контента, игр, тонов, сплетен, ребёночек и спорта, держать свой мобильный приспосабливаться и фанк текст wap на 82468."
309,0,Где ключи от гаража? Их нет на книжной полке.,где ключ от гаража? они нет на книжный полке.
310,0,Сегодня ДЕНЬ ПРИНЯТИЯ. Примите меня как? Брат Сестра Любитель Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd Нет rply значит враг,сегодня день принятия. принять я как? брат сестра любитель dear1 best1 clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd нет rply значит враг
